Case ID,Site ID,Site Name,Url,Submission Date,Case Status,Comments,Username (last person),Site Type,Site Status,Implementing Partner / Donor Agency,Region ID,Region Name,Submission date,Submission date (reformatted),Agency,Donor,Activity date,Activity date (reformatted),Primary Activity,Sub-Activity,boys,girls,men,women,elderly men,elderly women,total participants,PWds,males,females,Indirect beneficiaries,Achieved,IB boys,IB girls,IB men,IB women,IB elderly men,IB elderly women,total indirect beneficiaries,Protection referral pathway (y/n) (based on safety audit),Topic,Topic(s),Other topic,Topic (calculated),Items distributed,Other items,number of leaflets,number of posters,number of hygiene kits,number of dignity kits,number of fire extinguishers,number of first aid kits,number of sand or flour bags,number of toolkits,number of other items,total number of IEC items,Summary,Photo,Photo2,Photo3,Attachment
76341785744079905U,GZA5532,Ahalna Alsaamdon,https://app.zitemanager.org/#/sites/57137/submission-case-detail/76341785744079905U,2026-08-03,Closed,,rajaa,MAAN,Active,MAAN,260 - 2600119,Gaza - Southern Remal,2026-08-03,03/08/26,MAAN,ECHO,2026-06-08,08-06-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,,50,,,50,2,0,50,Yes,50,70,80,,,,,150,,,UXOs/Mine Action,,uxos,Brochures/Leaflets,,50,,,,,,,,,50,تم عمل جلسات توعية عن مخاطر المخلفات الحربية وطرق الأمن والسلامة وكيفية التعامل وقت الاومات وهذا بالشراكة مع مشروعتعزيز تأثير وأدوار القيادة للشباب الفلسطينى والشابات لأجل مجتمعات صامدة خضراء وعادلة - مركز معا,,,,
40151785791379759D,KYS0825,Al-Jawhari,https://app.zitemanager.org/#/sites/31498/submission-case-detail/40151785791379759D,2026-08-03,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-08-04,04/08/26,ACTED,PRM,2026-08-03,03-08-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,10,,,,10,0,10,0,No,10,,,,,,,,,,"CFM (Complaint Feedback Mechanisms), Other",AFM Awareness Session,CFM other AFM Awareness Session,Brochures/Leaflets,,10,,,,,,,,,10,"An awareness session on ACTED's Feedback Mechanism (AFM) was jointly delivered by ACTED's Accountability Department and the Site Management team as part of the Shelter Rehabilitation activity. The session aimed to ensure that beneficiaries and Cash for Work (CFW) participants were informed about the available feedback and complaints channels throughout the implementation process. Participants received guidance on how to submit complaints, suggestions, requests for information, and reports of misconduct through ACTED's official communication channels while ensuring confidentiality and protection from retaliation. The session also emphasized the importance of community participation, transparency, and timely response to feedback, reinforcing ACTED's commitment to accountability and enabling affected communities to actively contribute to improving the quality and effectiveness of shelter rehabilitation activities.",,,,
40151785791540755F,KYS1715,Al-Quds,https://app.zitemanager.org/#/sites/31751/submission-case-detail/40151785791540755F,2026-08-03,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-08-04,04/08/26,ACTED,PRM,2026-08-03,03-08-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,10,,,,10,0,10,0,No,10,,,,,,,,,,"CFM (Complaint Feedback Mechanisms), Other",AFM awareness session,CFM other AFM awareness session,Brochures/Leaflets,,10,,,,,,,,,10,"As part of the Shelter Rehabilitation activity, ACTED's Accountability Department, in coordination with the Site Management team, conducted an awareness session on the ACTED Feedback Mechanism (AFM). The session introduced beneficiaries and Cash for Work (CFW) participants to the available channels for submitting feedback, complaints, suggestions, and requests for information throughout the implementation of the activity. Participants were informed about the principles of confidentiality, impartiality, and accessibility that guide the AFM, ensuring that all concerns can be raised safely and addressed in a timely manner. The session also encouraged active community engagement and emphasized the value of beneficiary feedback in improving service quality, strengthening accountability, and ensuring that shelter rehabilitation activities remain responsive to the needs and priorities of affected communities.",,,,
76341785830330065T,GZA4675,Khair Al-Ayady Site,https://app.zitemanager.org/#/sites/47016/submission-case-detail/76341785830330065T,2026-08-04,Closed,,rajaa,MAAN,Active,MAAN,260 - 2600119,Gaza - Southern Remal,2026-08-04,04/08/26,MAAN,ECHO,2026-07-23,23-07-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,Site Safety & Access Improvements,,site_access,Toolkits,,,,,,,,,30,,0,تم توزيع حقيبة معدات عدد 3 وكل حقيبة تحتوى على  12 أداة بواقع 36  تساعد وتسهل العمل فى المخيم,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_10.56.20_AM-10_57_30.jpeg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_10.56.21_AM-10_57_39.jpeg&return_type=file,,
76341785831134959B,GZA4675,Khair Al-Ayady Site,https://app.zitemanager.org/#/sites/47016/submission-case-detail/76341785831134959B,2026-08-04,Closed,,rajaa,MAAN,Active,MAAN,260 - 2600119,Gaza - Southern Remal,2026-08-04,04/08/26,MAAN,ECHO,2026-07-19,19-07-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,Site Safety & Access Improvements,,site_access,Multipurpose Tents,,,,,,,,,,,0,تم توريد خيمة للموقع بابعاد 6*4 بمقاس 24 حيث تكون مخصصة لادارة الموقع,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.09.47_AM_1-11_11_11.jpeg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.09.47_AM_2-11_11_22.jpeg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.09.47_AM-11_11_31.jpeg&return_type=file,
76341785831904958L,GZA5532,Ahalna Alsaamdon,https://app.zitemanager.org/#/sites/57137/submission-case-detail/76341785831904958L,2026-08-04,Closed,,rajaa,MAAN,Active,MAAN,260 - 2600119,Gaza - Southern Remal,2026-08-04,04/08/26,MAAN,ECHO,2026-07-19,19-07-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,Site Safety & Access Improvements,,site_access,Multipurpose Tents,,,,,,,,,,,0,تم توريد خيمة بابعاد 4*6 بمقاس 24 خاصة لادارة الموقع لعمل اجتماعاتهم وتسهيل مهامهم داخل الموقع,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.16.47_AM-11_24_16.jpeg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-07-19_at_3.39.25_PM-11_24_30.jpeg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.16.46_AM-11_24_40.jpeg&return_type=file,
76341785832136539D,GZA5532,Ahalna Alsaamdon,https://app.zitemanager.org/#/sites/57137/submission-case-detail/76341785832136539D,2026-08-04,Closed,,rajaa,MAAN,Active,MAAN,260 - 2600119,Gaza - Southern Remal,2026-08-04,04/08/26,MAAN,ECHO,2026-07-19,19-07-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,Site Safety & Access Improvements,,site_access,Toolkits,,,,,,,,,3,,0,تم توزيع حقيبة للأدوات والنعدات وعددها 3 حيث كل حقيبى تحتوى على 12 اداة وذلك لتسهل عملهم داخل المخيم,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.17.41_AM-11_28_21.jpeg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.17.42_AM-11_28_38.jpeg&return_type=file,,
76341785832338939W,GZA5532,Ahalna Alsaamdon,https://app.zitemanager.org/#/sites/57137/submission-case-detail/76341785832338939W,2026-08-04,Closed,,rajaa,MAAN,Active,MAAN,260 - 2600119,Gaza - Southern Remal,2026-08-04,04/08/26,MAAN,ECHO,2026-07-21,21-07-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,132,0,0,0,132,14,132,0,,132,,,,,,,,,,Solar or Electric Lighting,,solar_electric,No Items,,,,,,,,,,,0,تم تلسيم فى مخيم اهلنا الصامدين 132 كشاف شمسى يساعد الأهالى على الرؤية خلال الليل ويسهل حركتهم وتم تسليمها لمقدمى الرعاية,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.19.27_AM_2-11_31_41.jpeg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.19.27_AM_1-11_31_54.jpeg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.19.27_AM-11_32_7.jpeg&return_type=file,
76341785832630021W,GZA6012,Al-Abbas Site,https://app.zitemanager.org/#/sites/43033/submission-case-detail/76341785832630021W,2026-08-04,Closed,,rajaa,MAAN,Active,MAAN,260 - 2600118,Gaza - Northern Remal,2026-08-04,04/08/26,MAAN,ECHO,2026-07-19,19-07-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,Site Safety & Access Improvements,,site_access,Multipurpose Tents,,,,,,,,,,,0,تم تلسليم لادارة الموقع خيمة لادارة الموقع بابعاد 4*6 ومقاسها 24 وهى خيمة مخصصة لادارة الموقع لتسهيل عملهم واجتماعاتهم,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-07-19_at_9.33.23_AM-11_36_36.jpeg&return_type=file,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-07-19_at_9.39.14_AM-11_36_45.jpeg&return_type=file,,
76341785832929279A,GZA6012,Al-Abbas Site,https://app.zitemanager.org/#/sites/43033/submission-case-detail/76341785832929279A,2026-08-04,Closed,,rajaa,MAAN,Active,MAAN,260 - 2600118,Gaza - Northern Remal,2026-08-04,04/08/26,MAAN,ECHO,2026-07-19,19-07-26,Site Environment Improvements,"Site improvements, Care and Maintenance",,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,Solar or Electric Lighting,,solar_electric,No Items,,,,,,,,,,,0,تم تلسم ادارة الموقع حقيبة معدات وعددها 3 وكل حقيبى تحتوى على 12 أدارة والتى من دورها تساعد ادارة الموقع على عمل التحسينات داخل الموقع,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=WhatsApp_Image_2026-08-04_at_11.17.41_AM-11_41_43.jpeg&return_type=file,,,
76341785837932129C,GZA6012,Al-Abbas Site,https://app.zitemanager.org/#/sites/43033/submission-case-detail/76341785837932129C,2026-08-04,Closed,,rajaa,MAAN,Active,MAAN,260 - 2600118,Gaza - Northern Remal,2026-08-04,04/08/26,MAAN,ECHO,2026-07-09,09-07-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,30,45,119,222,,,416,16,149,267,Yes,416,90,135,357,666,,,1248,,,WASH,,WASH,Brochures/Leaflets,,416,,,,,,,,,416,تم عمل ورشات توعيىة عن النظافة الشخصية وكيفية الاهتمام  بها وذلك بمشاركة مشروع الاستجابة الطارئة فى مجال المياه والصرف الصحى والنظافة للسكان المتضضرين فى قطاع غزة حيث استهدف جميع فئات المخيم من اطفال ذكور واناث وسيدات ورجال,,,,
